ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,,1988.0,,0.00788,2.66329,,17/11/2015,2.0,,Significant,Fair,,0.1396,33.6,463.7,,5.731,0.157,0,,1,,0.0,
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,,1992.0,,,0.0,,26/03/2019,2.0,,Significant,Poor,,0.153,369.0,339.1,5.3,7.149,0.103,0,,1,,0.0,
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,,1934.0,,0.00394,2.66329,Uncontrolled,25/11/2019,1.0,,High,Fair,,0.0991,15.0,927.6,8.2,15.943,0.08,0,,1,,0.0,
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955.0,2005S,0.00591,0.0,Uncontrolled,31/05/2023,5.0,4.75,High,Fair,28/08/2023,0.0597,20.6,382.0,8.1,9.308,0.119,0,21280.0,0,9.965569934832672,1.0,2005.0
SOAD05612,Navaldia,Yes,Unknow,Earth,8.192,0.117,,,2016H,0.01576,0.0,Uncontrolled,03/05/2017,5.0,,High,Not Rated,03/05/2022,0.103,31.9,884.7,,8.192,0.117,0,,1,,1.0,2016.0
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,,1934.0,,0.0,2.66329,Uncontrolled,12/02/2020,5.0,0.16,High,Fair,28/08/2020,0.0813,32.0,224.1,,9.677,0.117,0,,1,,0.0,
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,,1982.0,,0.00394,0.0,,15/11/2017,2.0,,Significant,Fair,,0.1318,27.8,452.5,,11.062,0.058,0,,1,,0.0,
SOAD08746,Flumevale,Yes,Flood Risk Reduction,Earth,13.48,0.12,8900.0,2005.0,,0.00788,0.0,Uncontrolled,17/09/2020,1.0,0.0,High,Fair,17/09/2020,0.0965,8.6,531.1,,13.48,0.12,0,8900.0,0,9.093918908958932,0.0,
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,,1990.0,,0.01379,0.0,Uncontrolled,23/03/2011,5.0,,Significant,Not Rated,23/03/2016,0.0986,18.5,176.5,,4.331,0.167,0,,1,,0.0,
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,,,,,2.66329,,29/01/2021,1.0,,High,Poor,,0.1252,496.4,707.3,,5.431,0.067,0,,1,,0.0,
SOAD13834,Navaldia,No,Unknow,Earth,4.727,0.15,,,,0.01379,,Uncontrolled,06/05/2014,,,Significant,Not Rated,06/05/2019,0.1706,30.1,307.9,,4.727,0.15,0,,1,,0.0,
SOAD00525,Lyndrassia,Yes,Recreation,Earth,21.487,0.077,35000.0,1995.0,1995,0.01576,0.0,Uncontrolled,05/08/2020,2.0,0.0,High,Satisfactory,21/12/2007,0.0843,5.5,925.7,5.2,21.487,0.077,0,35000.0,0,10.463131911491967,1.0,1995.0
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,,1959.0,,,7.98987,Uncontrolled,02/09/2020,1.0,,High,Satisfactory,,0.1016,721.2,807.1,,10.437,0.133,0,,1,,0.0,
SOAD04924,Navaldia,Yes,Unknow,Earth,6.356,0.093,,2003.0,,0.00788,0.0,Uncontrolled,02/06/2022,5.0,,Significant,Satisfactory,12/04/2023,0.1111,32.5,436.1,,6.356,0.093,0,,1,,0.0,
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,,1988.0,,,2.66329,,19/07/2019,2.0,,Significant,Satisfactory,,0.1185,336.9,192.2,,6.142,0.09,0,,1,,0.0,
SOAD14453,Navaldia,No,Unknow,Earth,3.548,0.133,,,,0.02561,,Uncontrolled,10/03/2015,,,Significant,Not Rated,10/03/2020,0.1422,21.4,70.1,,3.548,0.133,0,,1,,0.0,
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,,1970.0,,0.01182,0.0,Uncontrolled,21/07/2010,,,Significant,Not Rated,21/07/2015,0.1387,45.0,431.7,8.3,3.964,0.05,0,,1,,0.0,
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,,1987.0,,0.01379,2.66329,,25/03/2021,1.0,,High,Fair,,0.1046,10.7,613.5,18.3,4.836,0.158,0,,1,,0.0,
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,,,,0.02167,2.66329,Uncontrolled,27/09/2019,5.0,,High,Fair,29/05/2020,0.0752,9.6,915.9,6.2,4.802,0.1,0,,1,,0.0,
SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,,1989.0,,,2.66329,,05/03/2021,1.0,,High,Fair,,0.1191,918.0,861.2,,7.524,0.047,0,,1,,0.0,
SOAD07856,Lyndrassia,Yes,Flood Risk Reduction,Earth,14.225,0.117,45000.0,1992.0,1991,0.01576,0.0,Uncontrolled,02/06/2021,3.0,0.0,High,Satisfactory,21/12/2007,0.0924,42.4,216.5,,14.225,0.117,0,45000.0,0,10.714439990727769,1.0,1991.0
SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,,,2003H,0.03349,23.96961,Uncontrolled,18/10/2019,2.0,,Significant,Fair,,0.1218,15.8,372.5,6.3,2.789,0.093,0,,1,,1.0,2003.0
SOAD10234,Flumevale,Yes,Water Supply,Earth,7.349,0.06,,2007.0,2016,0.00788,0.0,Uncontrolled,28/09/2021,2.0,3.35,Significant,Satisfactory,28/09/2021,0.1222,33.1,879.3,54.1,7.349,0.06,0,,1,,1.0,2016.0
SOAD12835,Flumevale,Yes,Water Supply,Earth,7.45,0.093,7400.0,1964.0,2011H,0.00788,0.0,Uncontrolled,05/05/2021,2.0,4.63,Significant,Satisfactory,05/05/2021,0.1031,39.9,162.8,46.6,7.45,0.093,0,7400.0,0,8.909370405197466,1.0,2011.0
SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,,2005.0,,0.01182,2.66329,Uncontrolled,12/03/2021,2.0,,Significant,Satisfactory,,0.1276,28.6,397.8,4.5,3.413,0.05,0,,1,,0.0,
SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,,1982.0,2016H,0.01576,5.32658,,10/03/2020,2.0,,Significant,Poor,,0.1463,27.5,271.9,3.4,3.355,0.133,0,,1,,1.0,2016.0
SOAD16585,Navaldia,Yes,Unknow,Earth,4.415,0.127,,1966.0,,0.02167,2.66329,Uncontrolled,29/10/2020,5.0,,High,Fair,18/06/2014,0.0828,15.2,796.2,,4.415,0.127,0,,1,,0.0,
SOAD18689,Navaldia,Yes,Flood Risk Reduction,Earth,4.56,0.197,,2005.0,,,2.66329,,25/04/2019,2.0,,Significant,Fair,,0.155,66.0,247.2,,4.56,0.197,0,,1,,0.0,
SOAD19237,Navaldia,Yes,Unknow,Earth,3.434,0.035,,2000.0,,0.00788,119.84805,Uncontrolled,18/10/2018,,,Significant,Fair,03/09/2019,0.1319,43.3,340.0,,3.434,0.035,0,,1,,0.0,
SOAD04037,Navaldia,Yes,Flood Risk Reduction,Earth,4.026,0.1,,1993.0,,0.01576,0.0,Uncontrolled,19/10/2018,5.0,0.0,High,Satisfactory,22/08/2019,0.0608,43.4,124.7,,4.026,0.1,0,,1,,0.0,
SOAD05573,Navaldia,Yes,Flood Risk Reduction,Earth,8.4,0.068,,1986.0,2014S,,2.66329,,04/11/2020,1.0,,High,Satisfactory,,0.0839,779.0,840.8,,8.4,0.068,0,,1,,1.0,2014.0
SOAD06120,Navaldia,No,Unknow,Earth,6.792,0.105,,,,0.01379,90.55186,Uncontrolled,03/06/2015,,,Significant,Not Rated,03/06/2020,0.1704,19.3,39.0,,6.792,0.105,0,,1,,0.0,
SOAD15736,Navaldia,Yes,Recreation,Earth,8.337,0.072,,1914.0,,0.01576,2.66329,,17/11/2017,2.0,,Significant,Poor,,0.1459,35.9,92.3,8.5,8.337,0.072,0,,1,,0.0,
SOAD20087,Navaldia,Yes,Flood Risk Reduction,Earth,8.197,0.098,,,,0.00985,2.66329,,19/10/2018,2.0,,Significant,Fair,,0.1534,43.3,397.0,,8.197,0.098,0,,1,,0.0,
SOAD00195,Navaldia,Yes,Unknow,Earth,6.562,0.098,,1966.0,,0.02364,2.66329,Uncontrolled,29/10/2020,2.0,,High,Unsatisfactory,23/05/2022,0.1339,42.9,626.6,,6.562,0.098,0,,1,,0.0,
SOAD00368,Navaldia,Yes,Flood Risk Reduction,Earth,9.16,0.06,,1990.0,,,2.66329,,31/12/2019,1.0,,High,Satisfactory,,0.1008,849.0,693.6,,9.16,0.06,0,,1,,0.0,
SOAD01805,Flumevale,No,Debris Control,Earth,24.241,0.167,0.0,1938.0,,0.00788,13.31645,Uncontrolled,18/05/2022,5.0,,High,Not Available,,0.078,32.3,681.5,,24.241,0.167,0,,1,,0.0,
SOAD03479,Navaldia,Yes,Recreation,Earth,10.136,0.108,,1957.0,,0.01773,2.66329,,01/06/2016,5.0,,Low,Not Rated,,0.0332,8.4,19.5,8.8,10.136,0.108,0,,1,,0.0,
SOAD03755,Navaldia,Yes,Recreation,Earth,3.47,0.077,,,,0.00591,5.32658,Uncontrolled,16/03/2023,2.0,,High,Poor,01/10/2019,0.1284,11.7,706.5,4.0,3.47,0.077,0,,1,,0.0,
SOAD05175,Navaldia,Yes,Flood Risk Reduction,Earth,3.762,0.127,,2004.0,2011H,,2.66329,,16/10/2020,1.0,,High,Satisfactory,,0.0764,905.6,853.3,,3.762,0.127,0,,1,,1.0,2011.0
SOAD08505,Navaldia,Yes,Flood Risk Reduction,Earth,2.78,0.167,,1986.0,,0.00788,5.32658,,11/04/2019,2.0,,Significant,Fair,,0.1426,30.8,57.2,,2.78,0.167,0,,1,,0.0,
SOAD09636,Navaldia,Yes,Water Supply,Earth,10.192,0.063,,1926.0,,0.00788,10.65316,,26/12/2019,1.0,,High,Fair,,0.1095,5.2,568.4,25.4,10.192,0.063,0,,1,,0.0,
SOAD10902,Navaldia,Yes,Recreation,Earth,5.346,0.08,,,,0.02167,2.66329,,26/02/2019,2.0,,Significant,Fair,,0.1572,9.1,273.8,4.7,5.346,0.08,0,,1,,0.0,
SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,,,,,2.66329,,28/12/2020,1.0,,High,Fair,,0.0961,793.5,928.7,,7.119,0.043,0,,1,,0.0,
SOAD13805,Flumevale,No,Fish and Wildlife Pond,Earth,4.377,0.058,2461.0,1934.0,,0.0,0.0,Uncontrolled,18/08/2010,,25.04,Significant,Not Rated,,0.1194,5.0,123.9,,4.377,0.058,0,2461.0,0,7.808729306744399,0.0,
SOAD14755,Navaldia,Yes,Other,Earth,8.556,0.037,,,,0.00394,0.0,,13/12/2017,2.0,,Significant,Satisfactory,,0.1385,11.7,43.4,,8.556,0.037,0,,1,,0.0,
SOAD15283,Navaldia,Yes,Recreation,Earth,7.514,0.067,,1931.0,,0.01773,5.32658,,28/12/2020,1.0,,High,Fair,,0.1177,28.3,551.7,9.1,7.514,0.067,0,,1,,0.0,
SOAD15911,Navaldia,Yes,Recreation,Earth,4.349,0.115,,1938.0,,0.02364,2.66329,,23/09/2020,2.0,,Significant,Fair,,0.1379,34.5,314.4,4.2,4.349,0.115,0,,1,,0.0,
SOAD16757,Navaldia,Yes,Flood Risk Reduction,Earth,5.569,0.333,,,,,2.66329,,28/04/2020,1.0,,High,Fair,,0.0982,788.0,667.3,,5.569,0.333,0,,1,,0.0,
SOAD17127,Navaldia,Yes,Flood Risk Reduction,Earth,3.422,0.067,,1999.0,,,5.32658,,23/03/2021,2.0,,Significant,Satisfactory,,0.1119,125.5,397.9,,3.422,0.067,0,,1,,0.0,
SOAD00910,Navaldia,Yes,Unknow,Earth,3.985,0.158,,,,0.02955,0.0,Uncontrolled,28/05/2019,2.0,,High,Poor,25/11/2019,0.1359,35.3,511.3,,3.985,0.158,0,,1,,0.0,
SOAD03137,Flumevale,Yes,Hydroelectric,Earth,9.44,0.136,,1983.0,,0.0197,,,11/09/2019,2.0,,Low,Satisfactory,11/04/2023,0.0644,15.0,8.5,,9.44,0.136,0,,1,,0.0,
SOAD03483,Lyndrassia,No,Grade Stabilization,Earth,11.399,0.071,7290.0,1993.0,,0.05319,1251.7463,Uncontrolled,,0.0,,Low,Not Rated,,0.0772,18.7,10.5,,11.399,0.071,0,7290.0,0,8.89439598980643,0.0,
SOAD03983,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.229,0.043,,1938.0,,,,,,,10.07,Low,,,0.0782,19.0,334.5,,9.229,0.043,0,,1,,0.0,
SOAD05038,Navaldia,Yes,Recreation,Earth,3.49,0.017,,,,0.04925,10.65316,,27/08/2020,2.0,,Significant,Fair,,0.1358,41.2,80.1,4.0,3.49,0.017,0,,1,,0.0,
SOAD06212,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.247,0.133,2000.0,1965.0,,0.00788,93.21515,Uncontrolled,,0.0,,Low,Not Rated,,0.0931,33.0,22.8,,9.247,0.133,0,2000.0,0,7.601402334583733,0.0,
SOAD06797,Navaldia,No,Recreation,Earth,0.0,0.0,,,,0.01576,0.0,,04/05/2009,5.0,,Significant,Not Rated,18/06/2014,0.1492,29.2,178.4,4.1,,,1,,1,,0.0,
SOAD06951,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.695,0.117,0.0,1992.0,1991,0.01773,0.0,Uncontrolled,02/06/2021,3.0,0.0,High,Satisfactory,21/12/2007,0.0858,8.8,707.7,,15.695,0.117,0,,1,,1.0,1991.0
SOAD07781,Navaldia,Yes,Recreation,Earth,1.784,,,2002.0,,0.0197,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1246,20.6,261.4,7.7,1.784,,1,,1,,0.0,
SOAD09660,Navaldia,Yes,Water Supply,Earth,6.302,0.293,,1993.0,2014S,0.01379,2.66329,,30/08/2019,2.0,,Significant,Not Rated,,0.1701,16.2,124.8,64.1,6.302,0.293,0,,1,,1.0,2014.0
SOAD10274,Navaldia,Yes,Recreation,Earth,5.35,,,2002.0,,0.02167,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1157,15.2,407.3,5.5,5.35,,1,,1,,0.0,
SOAD11672,Navaldia,Yes,Unknow,Earth,7.312,0.133,,,,0.01576,0.0,Uncontrolled,07/08/2018,5.0,,High,Not Rated,07/08/2023,0.0969,46.5,867.3,,7.312,0.133,0,,1,,0.0,
SOAD13606,Navaldia,Yes,Irrigation,Earth,7.459,0.117,,1987.0,,0.00788,2.66329,,25/03/2021,1.0,,High,Fair,,0.0957,21.6,665.9,7.3,7.459,0.117,0,,1,,0.0,
SOAD13959,Navaldia,Yes,Recreation,Earth,9.452,0.107,,1852.0,,0.00788,2.66329,,14/06/2019,2.0,,Significant,Fair,,0.1285,43.1,290.6,6.8,9.452,0.107,0,,1,,0.0,
SOAD14676,Lyndrassia,No,Grade Stabilization,Earth,11.913,0.074,6250.0,1997.0,,0.00788,0.0,Uncontrolled,,,101.95,Low,Not Available,,0.0921,31.9,96.9,,11.913,0.074,0,6250.0,0,8.740496729931813,0.0,
SOAD18509,Flumevale,Yes,Recreation,Earth,5.384,0.193,,,,0.01576,0.0,,16/11/2021,2.0,6.48,Significant,Satisfactory,16/11/2021,0.1246,38.9,358.6,4.3,5.384,0.193,0,,1,,0.0,
SOAD19292,Navaldia,Yes,Flood Risk Reduction,Earth,8.455,0.075,,1984.0,,0.0,2.66329,Uncontrolled,02/05/2023,2.0,0.0,High,Not Rated,15/02/2023,0.0811,26.3,360.7,,8.455,0.075,0,,1,,0.0,
SOAD19595,Navaldia,Yes,Recreation,Earth,3.887,0.167,,,,0.02364,0.0,,27/09/2019,2.0,,Significant,Satisfactory,,0.1495,29.5,406.3,3.3,3.887,0.167,0,,1,,0.0,
SOAD19983,Navaldia,Yes,Recreation,Earth,7.284,0.102,,1987.0,,0.01576,0.0,,20/02/2018,2.0,,Significant,Not Rated,,0.1392,25.9,122.4,8.8,7.284,0.102,0,,1,,0.0,
SOAD00944,Lyndrassia,No,Grade Stabilization,Earth,10.153,0.092,9558.0,1996.0,,0.00788,234.36952,Uncontrolled,,0.0,,Low,Not Rated,,0.1034,35.8,9.9,,10.153,0.092,0,9558.0,0,9.165238398063762,0.0,
SOAD01763,Navaldia,Yes,Flood Risk Reduction,Earth,4.393,0.133,,1982.0,2010H,,2.66329,,10/10/2012,2.0,,Significant,Fair,,0.1259,151.1,110.4,,4.393,0.133,0,,1,,1.0,2010.0
SOAD05098,Navaldia,Yes,Other,Earth,17.434,0.055,,1982.0,,0.00394,0.0,,15/11/2017,2.0,,Significant,Satisfactory,,0.1137,32.5,116.2,,17.434,0.055,0,,1,,0.0,
SOAD05797,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.642,0.157,9450.0,1983.0,,0.03152,873.55912,,,0.0,,Low,Not Rated,,0.1136,12.4,19.3,,9.642,0.157,0,9450.0,0,9.153875834995056,0.0,
SOAD08042,Lyndrassia,No,Grade Stabilization,Earth,11.472,0.073,5313.0,1997.0,,0.03349,1997.4675,Uncontrolled,,0.0,,Low,Not Rated,,0.0798,45.7,18.3,,11.472,0.073,0,5313.0,0,8.57810012631976,0.0,
SOAD09496,Navaldia,Yes,Recreation,Earth,3.75,0.167,,,1950H;2002H,0.01576,0.0,Uncontrolled,04/06/2019,5.0,,High,Fair,22/08/2019,0.0873,44.0,752.9,6.0,3.75,0.167,0,,1,,2.0,2002.0
SOAD10593,Flumevale,Yes,Unknow,Earth,8.948,0.16,,1953.0,,0.03349,45.27593,Uncontrolled,13/07/2018,6.0,1.61,Low,Unsatisfactory,18/05/2011,0.0936,5.4,953.9,,8.948,0.16,0,,1,,0.0,
SOAD10809,Lyndrassia,No,Recreation,Earth,10.791,,0.0,1989.0,,0.00788,138.49108,,,0.0,11.76,High,Not Rated,,0.0949,44.6,427.2,4.8,10.791,,1,,1,,0.0,
SOAD11828,Navaldia,Yes,Recreation,Earth,2.872,0.067,,1983.0,,0.03546,,,04/04/2020,1.0,,High,Poor,,0.1091,23.2,839.5,8.0,2.872,0.067,0,,1,,0.0,
SOAD12130,Flumevale,Yes,Irrigation,Earth,13.105,0.1,0.0,1990.0,,0.01576,,,21/02/2023,1.0,,Significant,Fair,01/09/2017,0.1522,46.3,199.0,9.4,13.105,0.1,0,,1,,0.0,
SOAD13715,Navaldia,Yes,Recreation,Earth,3.407,0.083,,1960.0,,0.01576,5.32658,,21/10/2020,2.0,,Significant,Poor,,0.1675,46.1,365.2,4.5,3.407,0.083,0,,1,,0.0,
SOAD14595,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.9,0.102,3963.0,1957.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1174,41.4,23.0,,8.9,0.102,0,3963.0,0,8.285008895449879,0.0,
SOAD15391,Navaldia,No,Flood Risk Reduction,Earth,8.606,0.087,,1967.0,,0.00788,0.0,,,,,Low,Not Rated,18/06/2014,0.0943,21.3,15.0,,8.606,0.087,0,,1,,0.0,
SOAD17444,Lyndrassia,No,Grade Stabilization,Earth,9.692,0.089,7960.0,1995.0,,0.06501,1858.97642,Uncontrolled,,0.0,,Low,Not Rated,,0.0807,18.4,15.4,,9.692,0.089,0,7960.0,0,8.982309899088579,0.0,
SOAD18446,Navaldia,Yes,Recreation,Earth,10.627,0.1,,1917.0,,0.01773,2.66329,,01/08/2019,5.0,,Low,Not Rated,,0.0586,28.7,15.8,9.2,10.627,0.1,0,,1,,0.0,
SOAD19597,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.491,0.153,9180.0,1983.0,,0.11229,1592.64742,,,0.0,,Low,Not Rated,,0.0633,45.0,15.3,,9.491,0.153,0,9180.0,0,9.1248914101437,0.0,
SOAD19832,Lyndrassia,Yes,Irrigation,Earth,9.682,0.09,,1951.0,,,,,,,50.43,Low,,,0.1125,15.6,153.1,35.1,9.682,0.09,0,,1,,0.0,
SOAD20636,Flumevale,Yes,Water Supply,Earth,9.271,0.167,600.0,1982.0,,0.01773,0.0,,23/10/2018,6.0,1.61,Low,Satisfactory,22/07/2016,0.0438,8.9,821.9,13.7,9.271,0.167,0,600.0,0,6.398594934535208,0.0,
SOAD00507,Flumevale,Yes,Water Supply,Earth,16.582,0.087,16850.0,1989.0,,0.00788,0.0,Uncontrolled,25/03/2019,6.0,9.41,Low,Not Rated,,0.0624,31.2,217.4,11.0,16.582,0.087,0,16850.0,0,9.732165281200542,0.0,
SOAD00787,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.937,0.117,2800.0,1962.0,,0.03349,1669.88283,Uncontrolled,,0.0,,Low,Not Rated,,0.1295,47.3,13.1,,8.937,0.117,0,2800.0,0,7.937731775260109,0.0,
SOAD01392,Navaldia,Yes,Flood Risk Reduction,Earth,5.932,0.067,,2000.0,,,2.66329,,25/10/2019,1.0,,High,Satisfactory,,0.0891,543.8,701.4,,5.932,0.067,0,,1,,0.0,
SOAD02244,Navaldia,Yes,Recreation,Earth,4.039,0.097,,1970.0,,0.02561,0.0,Uncontrolled,19/11/2019,5.0,6.48,High,Fair,30/06/2020,0.0629,27.0,201.8,8.5,4.039,0.097,0,,1,,0.0,
SOAD04209,Lyndrassia,Yes,Unknow,Earth,15.981,0.222,30000.0,1980.0,,0.01773,0.0,Uncontrolled,13/10/2022,5.0,,Low,Satisfactory,21/12/2007,0.0474,42.4,12.0,,15.981,0.222,0,30000.0,0,10.308985993422082,0.0,
SOAD04948,Navaldia,Yes,Recreation,Earth,10.96,0.067,,,,0.01576,2.66329,,21/04/2016,2.0,,Significant,Satisfactory,,0.122,36.6,295.1,8.2,10.96,0.067,0,,1,,0.0,
SOAD05241,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.608,0.1,6600.0,1967.0,,0.00788,1600.63729,Uncontrolled,,0.0,,Low,Not Rated,,0.077,34.7,15.8,,8.608,0.1,0,6600.0,0,8.79497643168877,0.0,
SOAD06200,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.51,0.163,11556.0,1995.0,,0.01182,316.93151,Uncontrolled,,0.0,,Low,Not Rated,,0.1201,34.9,16.9,,11.51,0.163,0,11556.0,0,9.355046592975441,0.0,
SOAD06884,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.639,0.133,,1948.0,,,,,,,20.19,Low,,,0.1104,11.6,229.6,,14.639,0.133,0,,1,,0.0,
SOAD07429,Navaldia,Yes,Other,Earth,6.226,0.065,,1980.0,2014H,0.01773,2.66329,,12/07/2019,2.0,,Significant,Satisfactory,,0.1442,17.4,167.0,,6.226,0.065,0,,1,,1.0,2014.0
SOAD07509,Navaldia,Yes,Irrigation,Earth,4.006,0.107,,,,0.01773,2.66329,,26/09/2020,1.0,,High,Satisfactory,,0.0869,39.5,768.7,32.3,4.006,0.107,0,,1,,0.0,
SOAD11807,Lyndrassia,No,Other,Earth,12.239,,0.0,,,0.00788,149.14424,,,0.0,0.0,Low,Not Rated,,0.08,39.5,209.5,,12.239,,1,,1,,0.0,
SOAD12364,Lyndrassia,No,Grade Stabilization,Earth,10.979,0.093,7262.0,2002.0,,0.00788,290.29861,Uncontrolled,31/03/2004,0.0,,Low,Not Rated,,0.0878,42.0,9.6,,10.979,0.093,0,7262.0,0,8.890548245606167,0.0,
SOAD14240,Navaldia,Yes,Recreation,Earth,6.088,,,,,,2.66329,,06/09/2018,2.0,,Significant,Fair,,0.1365,437.7,42.9,4.2,6.088,,1,,1,,0.0,
SOAD14947,Flumevale,Yes,Irrigation,Earth,11.707,0.037,0.0,1973.0,,0.00788,0.0,Uncontrolled,21/04/2004,0.0,13.27,Low,Not Rated,,0.0843,26.7,123.1,23.4,11.707,0.037,0,,1,,0.0,
SOAD18214,Navaldia,Yes,Water Supply,Earth,11.65,0.166,,1967.0,,0.00788,7.98987,,22/03/2021,2.0,,Significant,Fair,,0.1311,32.7,135.1,45.0,11.65,0.166,0,,1,,0.0,
SOAD18593,Flumevale,Yes,Water Supply,Earth,14.382,0.209,42500.0,1922.0,,0.00788,0.0,,16/03/2022,1.0,,Low,Satisfactory,01/09/2017,0.0786,34.9,17.3,67.0,14.382,0.209,0,42500.0,0,10.657282884047461,0.0,
SOAD19003,Lyndrassia,No,Grade Stabilization,Earth,11.324,0.098,9558.0,1991.0,,0.00788,2471.53312,Uncontrolled,,0.0,,Low,Not Rated,,0.0692,38.9,5.9,,11.324,0.098,0,9558.0,0,9.165238398063762,0.0,
SOAD19312,Navaldia,Yes,Irrigation,Earth,9.27,0.133,,1989.0,,0.00788,2.66329,,29/05/2018,5.0,,Low,Not Rated,,0.0923,19.3,22.2,25.0,9.27,0.133,0,,1,,0.0,
SOAD19779,Navaldia,Yes,Flood Risk Reduction,Earth,6.403,0.083,,1948.0,,0.0,0.0,Uncontrolled,12/02/2020,5.0,,High,Satisfactory,24/08/2020,0.0662,20.9,854.4,,6.403,0.083,0,,1,,0.0,
SOAD20352,Flumevale,Yes,Flood Risk Reduction,Earth,13.481,0.05,145.0,1974.0,1977,0.00788,0.0,,02/12/2016,3.0,1.69,Low,Not Rated,,0.1019,8.8,357.6,,13.481,0.05,0,145.0,0,4.983606621708336,1.0,1977.0
SOAD01104,Navaldia,Yes,Flood Risk Reduction,Earth,3.515,0.163,,1981.0,,,15.97974,,24/06/2020,2.0,,Significant,Fair,,0.1248,285.9,442.9,,3.515,0.163,0,,1,,0.0,
SOAD01658,Lyndrassia,No,Grade Stabilization,Earth,8.902,0.123,9660.0,2009.0,,0.04925,356.88086,Uncontrolled,01/10/2009,0.0,,Low,Not Rated,,0.0889,6.3,11.1,,8.902,0.123,0,9660.0,0,9.17585244151751,0.0,
SOAD01811,Lyndrassia,No,Grade Stabilization,Earth,11.695,0.08,6151.0,1995.0,,0.06501,2407.61416,Uncontrolled,23/06/1995,0.0,,Low,Not Rated,,0.0796,24.8,6.2,,11.695,0.08,0,6151.0,0,8.72453251118548,0.0,
SOAD02117,Flumevale,Yes,Recreation,Earth,11.511,0.14,,,,0.01576,0.0,Uncontrolled,24/06/2021,6.0,,Low,Fair,25/09/2018,0.0524,28.1,23.7,3.9,11.511,0.14,0,,1,,0.0,
SOAD03452,Lyndrassia,No,Grade Stabilization,Earth,11.688,0.091,7528.0,1991.0,,0.02561,1273.05262,Uncontrolled,,0.0,,Low,Not Rated,,0.0832,17.1,21.4,,11.688,0.091,0,7528.0,0,8.926517509850122,0.0,
SOAD06483,Flumevale,No,Unknow,Earth,8.502,0.0,0.0,1944.0,,0.0197,1078.63245,,07/12/2022,,,Significant,Not Available,,0.1584,30.1,235.0,,8.502,,1,,1,,0.0,
SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,1994.0,,0.0788,3129.36575,Uncontrolled,,5.0,,Low,Not Rated,,0.078,6.1,17.5,,12.755,0.072,0,4515.0,0,8.415381925269553,0.0,
SOAD08262,Lyndrassia,No,Grade Stabilization,Earth,9.363,0.101,6473.0,1994.0,,0.08077,775.01739,Uncontrolled,,0.0,,Low,Not Rated,,0.1034,6.4,17.6,,9.363,0.101,0,6473.0,0,8.775549434486189,0.0,
SOAD08677,Navaldia,Yes,Recreation,Earth,2.144,0.2,,1910.0,,0.03152,2.66329,Uncontrolled,04/12/2020,1.0,,High,Satisfactory,,0.0815,40.1,569.8,5.8,2.144,0.2,0,,1,,0.0,
