ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD15493,Navaldia,Yes,Recreation,Earth,7.259,0.05,,,,0.00788,2.66329,,17/11/2017,2.0,,Significant,Fair,,0.1287,25.8,384.0,8.9
SOAD15721,Navaldia,Yes,Recreation,Earth,3.34,0.092,,,,0.02167,2.66329,,,2.0,,Significant,Unsatisfactory,,0.166,47.1,308.9,7.5
SOAD16484,Navaldia,Yes,Flood Risk Reduction,Earth,1.775,0.25,,1990.0,,0.00788,0.0,,26/03/2019,2.0,,Significant,Fair,,0.1485,15.2,259.5,
SOAD17280,Navaldia,Yes,Flood Risk Reduction,Earth,5.731,0.157,,1988.0,,0.00788,2.66329,,17/11/2015,2.0,,Significant,Fair,,0.1396,33.6,463.7,
SOAD17404,Navaldia,Yes,Recreation,Earth,7.149,0.103,,1992.0,,,0.0,,26/03/2019,2.0,,Significant,Poor,,0.153,369.0,339.1,5.3
SOAD18309,Navaldia,Yes,Recreation,Earth,15.943,0.08,,1934.0,,0.00394,2.66329,Uncontrolled,25/11/2019,1.0,,High,Fair,,0.0991,15.0,927.6,8.2
SOAD20514,Navaldia,Yes,Recreation,Concrete,4.016,0.027,,,,0.01379,7.98987,Uncontrolled,08/08/2018,2.0,,Significant,Satisfactory,,0.1239,36.0,167.3,7.8
SOAD01103,Navaldia,Yes,Recreation,Earth,9.308,0.119,21280.0,1955.0,2005S,0.00591,0.0,Uncontrolled,31/05/2023,5.0,4.75,High,Fair,28/08/2023,0.0597,20.6,382.0,8.1
SOAD05612,Navaldia,Yes,,Earth,8.192,0.117,,,2016H,0.01576,0.0,Uncontrolled,03/05/2017,5.0,,High,Not Rated,03/05/2022,0.103,31.9,884.7,
SOAD06989,Navaldia,Yes,Flood Risk Reduction,Earth,9.677,0.117,,1934.0,,0.0,2.66329,Uncontrolled,12/02/2020,5.0,0.16,High,Fair,28/08/2020,0.0813,32.0,224.1,
SOAD07069,Navaldia,Yes,Other,Earth,11.062,0.058,,1982.0,,0.00394,0.0,,15/11/2017,2.0,,Significant,Fair,,0.1318,27.8,452.5,
SOAD08746,Flumevale,Yes,Flood Risk Reduction,Earth,13.48,0.12,8900.0,2005.0,,0.00788,0.0,Uncontrolled,17/09/2020,1.0,0.0,High,Fair,17/09/2020,0.0965,8.6,531.1,
SOAD08992,Lyndrassia,No,Recreation,,7.043,,0.0,1991.0,,0.00788,,,,0.0,0.0,High,Not Rated,,0.0973,40.6,890.8,7.1
SOAD10319,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.331,0.167,,1990.0,,0.01379,0.0,Uncontrolled,23/03/2011,5.0,,Significant,Not Rated,23/03/2016,0.0986,18.5,176.5,
SOAD10791,Navaldia,Yes,,,4.832,0.09,,,,0.01379,0.0,Uncontrolled,09/08/2021,5.0,,High,Fair,09/12/2021,0.0869,12.8,818.5,
SOAD13594,Navaldia,Yes,Flood Risk Reduction,Earth,5.431,0.067,,,,,2.66329,,29/01/2021,1.0,,High,Poor,,0.1252,496.4,707.3,
SOAD13834,Navaldia,No,,Earth,4.727,0.15,,,,0.01379,,Uncontrolled,06/05/2014,,,Significant,Not Rated,06/05/2019,0.1706,30.1,307.9,
SOAD17371,Navaldia,Yes,Recreation,Arch,5.356,0.037,,1927.0,,0.03349,13.31645,,29/06/2017,2.0,,Significant,Fair,,0.1163,33.9,252.4,5.4
SOAD00525,Lyndrassia,Yes,Recreation,Earth,21.487,0.077,35000.0,1995.0,1995,0.01576,0.0,Uncontrolled,05/08/2020,2.0,0.0,High,Satisfactory,21/12/2007,0.0843,5.5,925.7,5.2
SOAD02236,Navaldia,Yes,Debris Control,Earth,10.437,0.133,,1959.0,,,7.98987,Uncontrolled,02/09/2020,1.0,,High,Satisfactory,,0.1016,721.2,807.1,
SOAD03922,Navaldia,Yes,Water Supply,Buttress,3.958,0.047,,,,0.02955,,Uncontrolled,19/12/2016,5.0,0.16,Significant,Not Rated,19/12/2021,0.1305,14.5,311.2,48.5
SOAD04924,Navaldia,Yes,,Earth,6.356,0.093,,2003.0,,0.00788,0.0,Uncontrolled,02/06/2022,5.0,,Significant,Satisfactory,12/04/2023,0.1111,32.5,436.1,
SOAD11043,Lyndrassia,No,Recreation,,7.922,,0.0,1990.0,,0.00788,,,,0.0,0.0,Significant,Not Rated,,0.1553,12.3,347.8,3.7
SOAD11226,Navaldia,Yes,Flood Risk Reduction,Earth,6.142,0.09,,1988.0,,,2.66329,,19/07/2019,2.0,,Significant,Satisfactory,,0.1185,336.9,192.2,
SOAD14453,Navaldia,No,,Earth,3.548,0.133,,,,0.02561,,Uncontrolled,10/03/2015,,,Significant,Not Rated,10/03/2020,0.1422,21.4,70.1,
SOAD15938,Navaldia,No,Recreation,Earth,3.964,0.05,,1970.0,,0.01182,0.0,Uncontrolled,21/07/2010,,,Significant,Not Rated,21/07/2015,0.1387,45.0,431.7,8.3
SOAD18293,Navaldia,Yes,Irrigation,Earth,4.836,0.158,,1987.0,,0.01379,2.66329,,25/03/2021,1.0,,High,Fair,,0.1046,10.7,613.5,18.3
SOAD20623,Lyndrassia,No,Recreation,,7.612,,0.0,1990.0,,0.00788,,,,0.0,0.0,High,Not Rated,,0.1459,19.4,317.7,7.1
SOAD01060,Navaldia,Yes,Recreation,Earth,4.802,0.1,,,,0.02167,2.66329,Uncontrolled,27/09/2019,5.0,,High,Fair,29/05/2020,0.0752,9.6,915.9,6.2
SOAD02990,Navaldia,Yes,Flood Risk Reduction,Earth,7.524,0.047,,1989.0,,,2.66329,,05/03/2021,1.0,,High,Fair,,0.1191,918.0,861.2,
SOAD07856,Lyndrassia,Yes,Flood Risk Reduction,Earth,14.225,0.117,45000.0,1992.0,1991,0.01576,0.0,Uncontrolled,02/06/2021,3.0,0.0,High,Satisfactory,21/12/2007,0.0924,42.4,216.5,
SOAD08929,Navaldia,Yes,Recreation,Earth,2.789,0.093,,,2003H,0.03349,23.96961,Uncontrolled,18/10/2019,2.0,,Significant,Fair,,0.1218,15.8,372.5,6.3
SOAD10234,Flumevale,Yes,Water Supply,Earth,7.349,0.06,,2007.0,2016,0.00788,0.0,Uncontrolled,28/09/2021,2.0,3.35,Significant,Satisfactory,28/09/2021,0.1222,33.1,879.3,54.1
SOAD12835,Flumevale,Yes,Water Supply,Earth,7.45,0.093,7400.0,1964.0,2011H,0.00788,0.0,Uncontrolled,05/05/2021,2.0,4.63,Significant,Satisfactory,05/05/2021,0.1031,39.9,162.8,46.6
SOAD14502,Navaldia,Yes,Recreation,Earth,3.413,0.05,,2005.0,,0.01182,2.66329,Uncontrolled,12/03/2021,2.0,,Significant,Satisfactory,,0.1276,28.6,397.8,4.5
SOAD14830,Navaldia,Yes,Recreation,Earth,3.355,0.133,,1982.0,2016H,0.01576,5.32658,,10/03/2020,2.0,,Significant,Poor,,0.1463,27.5,271.9,3.4
SOAD16585,Navaldia,Yes,,Earth,4.415,0.127,,1966.0,,0.02167,2.66329,Uncontrolled,29/10/2020,5.0,,High,Fair,18/06/2014,0.0828,15.2,796.2,
SOAD18689,Navaldia,Yes,Flood Risk Reduction,Earth,4.56,0.197,,2005.0,,,2.66329,,25/04/2019,2.0,,Significant,Fair,,0.155,66.0,247.2,
SOAD19237,Navaldia,Yes,,Earth,3.434,0.035,,2000.0,,0.00788,119.84805,Uncontrolled,18/10/2018,,,Significant,Fair,03/09/2019,0.1319,43.3,340.0,
SOAD04037,Navaldia,Yes,Flood Risk Reduction,Earth,4.026,0.1,,1993.0,,0.01576,0.0,Uncontrolled,19/10/2018,5.0,0.0,High,Satisfactory,22/08/2019,0.0608,43.4,124.7,
SOAD05573,Navaldia,Yes,Flood Risk Reduction,Earth,8.4,0.068,,1986.0,2014S,,2.66329,,04/11/2020,1.0,,High,Satisfactory,,0.0839,779.0,840.8,
SOAD06120,Navaldia,No,,Earth,6.792,0.105,,,,0.01379,90.55186,Uncontrolled,03/06/2015,,,Significant,Not Rated,03/06/2020,0.1704,19.3,39.0,
SOAD13066,Navaldia,Yes,,,3.844,0.453,,,,0.01773,0.0,,26/02/2019,5.0,,High,Fair,12/02/2020,0.1005,19.8,694.2,
SOAD15736,Navaldia,Yes,Recreation,Earth,8.337,0.072,,1914.0,,0.01576,2.66329,,17/11/2017,2.0,,Significant,Poor,,0.1459,35.9,92.3,8.5
SOAD20087,Navaldia,Yes,Flood Risk Reduction,Earth,8.197,0.098,,,,0.00985,2.66329,,19/10/2018,2.0,,Significant,Fair,,0.1534,43.3,397.0,
SOAD00195,Navaldia,Yes,,Earth,6.562,0.098,,1966.0,,0.02364,2.66329,Uncontrolled,29/10/2020,2.0,,High,Unsatisfactory,23/05/2022,0.1339,42.9,626.6,
SOAD00368,Navaldia,Yes,Flood Risk Reduction,Earth,9.16,0.06,,1990.0,,,2.66329,,31/12/2019,1.0,,High,Satisfactory,,0.1008,849.0,693.6,
SOAD01805,Flumevale,No,Debris Control,Earth,24.241,0.167,0.0,1938.0,,0.00788,13.31645,Uncontrolled,18/05/2022,5.0,,High,Not Available,,0.078,32.3,681.5,
SOAD03479,Navaldia,Yes,Recreation,Earth,10.136,0.108,,1957.0,,0.01773,2.66329,,01/06/2016,5.0,,Low,Not Rated,,0.0332,8.4,19.5,8.8
SOAD03755,Navaldia,Yes,Recreation,Earth,3.47,0.077,,,,0.00591,5.32658,Uncontrolled,16/03/2023,2.0,,High,Poor,01/10/2019,0.1284,11.7,706.5,4.0
SOAD05175,Navaldia,Yes,Flood Risk Reduction,Earth,3.762,0.127,,2004.0,2011H,,2.66329,,16/10/2020,1.0,,High,Satisfactory,,0.0764,905.6,853.3,
SOAD08505,Navaldia,Yes,Flood Risk Reduction,Earth,2.78,0.167,,1986.0,,0.00788,5.32658,,11/04/2019,2.0,,Significant,Fair,,0.1426,30.8,57.2,
SOAD09636,Navaldia,Yes,Water Supply,Earth,10.192,0.063,,1926.0,,0.00788,10.65316,,26/12/2019,1.0,,High,Fair,,0.1095,5.2,568.4,25.4
SOAD10902,Navaldia,Yes,Recreation,Earth,5.346,0.08,,,,0.02167,2.66329,,26/02/2019,2.0,,Significant,Fair,,0.1572,9.1,273.8,4.7
SOAD13575,Navaldia,Yes,Flood Risk Reduction,Earth,7.119,0.043,,,,,2.66329,,28/12/2020,1.0,,High,Fair,,0.0961,793.5,928.7,
SOAD13805,Flumevale,No,Fish and Wildlife Pond,Earth,4.377,0.058,2461.0,1934.0,,0.0,0.0,Uncontrolled,18/08/2010,,25.04,Significant,Not Rated,,0.1194,5.0,123.9,
SOAD14755,Navaldia,Yes,Other,Earth,8.556,0.037,,,,0.00394,0.0,,13/12/2017,2.0,,Significant,Satisfactory,,0.1385,11.7,43.4,
SOAD15283,Navaldia,Yes,Recreation,Earth,7.514,0.067,,1931.0,,0.01773,5.32658,,28/12/2020,1.0,,High,Fair,,0.1177,28.3,551.7,9.1
SOAD15911,Navaldia,Yes,Recreation,Earth,4.349,0.115,,1938.0,,0.02364,2.66329,,23/09/2020,2.0,,Significant,Fair,,0.1379,34.5,314.4,4.2
SOAD16757,Navaldia,Yes,Flood Risk Reduction,Earth,5.569,0.333,,,,,2.66329,,28/04/2020,1.0,,High,Fair,,0.0982,788.0,667.3,
SOAD17127,Navaldia,Yes,Flood Risk Reduction,Earth,3.422,0.067,,1999.0,,,5.32658,,23/03/2021,2.0,,Significant,Satisfactory,,0.1119,125.5,397.9,
SOAD00910,Navaldia,Yes,,Earth,3.985,0.158,,,,0.02955,0.0,Uncontrolled,28/05/2019,2.0,,High,Poor,25/11/2019,0.1359,35.3,511.3,
SOAD03137,Flumevale,Yes,Hydroelectric,Earth,9.44,0.136,,1983.0,,0.0197,,,11/09/2019,2.0,,Low,Satisfactory,11/04/2023,0.0644,15.0,8.5,
SOAD03483,Lyndrassia,No,Grade Stabilization,Earth,11.399,0.071,7290.0,1993.0,,0.05319,1251.7463,Uncontrolled,,0.0,,Low,Not Rated,,0.0772,18.7,10.5,
SOAD03983,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.229,0.043,,1938.0,,,,,,,10.07,Low,,,0.0782,19.0,334.5,
SOAD04257,Navaldia,No,,,3.08,,,,,0.03349,,,20/03/2012,,,Significant,Not Rated,18/06/2014,0.1372,32.7,334.3,
SOAD05038,Navaldia,Yes,Recreation,Earth,3.49,0.017,,,,0.04925,10.65316,,27/08/2020,2.0,,Significant,Fair,,0.1358,41.2,80.1,4.0
SOAD06212,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.247,0.133,2000.0,1965.0,,0.00788,93.21515,Uncontrolled,,0.0,,Low,Not Rated,,0.0931,33.0,22.8,
SOAD06797,Navaldia,No,Recreation,Earth,0.0,0.0,,,,0.01576,0.0,,04/05/2009,5.0,,Significant,Not Rated,18/06/2014,0.1492,29.2,178.4,4.1
SOAD06951,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.695,0.117,0.0,1992.0,1991,0.01773,0.0,Uncontrolled,02/06/2021,3.0,0.0,High,Satisfactory,21/12/2007,0.0858,8.8,707.7,
SOAD07781,Navaldia,Yes,Recreation,Earth,1.784,,,2002.0,,0.0197,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1246,20.6,261.4,7.7
SOAD09660,Navaldia,Yes,Water Supply,Earth,6.302,0.293,,1993.0,2014S,0.01379,2.66329,,30/08/2019,2.0,,Significant,Not Rated,,0.1701,16.2,124.8,64.1
SOAD10274,Navaldia,Yes,Recreation,Earth,5.35,,,2002.0,,0.02167,2.66329,,10/10/2017,2.0,,Significant,Not Rated,,0.1157,15.2,407.3,5.5
SOAD11672,Navaldia,Yes,,Earth,7.312,0.133,,,,0.01576,0.0,Uncontrolled,07/08/2018,5.0,,High,Not Rated,07/08/2023,0.0969,46.5,867.3,
SOAD13606,Navaldia,Yes,Irrigation,Earth,7.459,0.117,,1987.0,,0.00788,2.66329,,25/03/2021,1.0,,High,Fair,,0.0957,21.6,665.9,7.3
SOAD13959,Navaldia,Yes,Recreation,Earth,9.452,0.107,,1852.0,,0.00788,2.66329,,14/06/2019,2.0,,Significant,Fair,,0.1285,43.1,290.6,6.8
SOAD14676,Lyndrassia,No,Grade Stabilization,Earth,11.913,0.074,6250.0,1997.0,,0.00788,0.0,Uncontrolled,,,101.95,Low,Not Available,,0.0921,31.9,96.9,
SOAD18509,Flumevale,Yes,Recreation,Earth,5.384,0.193,,,,0.01576,0.0,,16/11/2021,2.0,6.48,Significant,Satisfactory,16/11/2021,0.1246,38.9,358.6,4.3
SOAD19292,Navaldia,Yes,Flood Risk Reduction,Earth,8.455,0.075,,1984.0,,0.0,2.66329,Uncontrolled,02/05/2023,2.0,0.0,High,Not Rated,15/02/2023,0.0811,26.3,360.7,
SOAD19595,Navaldia,Yes,Recreation,Earth,3.887,0.167,,,,0.02364,0.0,,27/09/2019,2.0,,Significant,Satisfactory,,0.1495,29.5,406.3,3.3
SOAD19983,Navaldia,Yes,Recreation,Earth,7.284,0.102,,1987.0,,0.01576,0.0,,20/02/2018,2.0,,Significant,Not Rated,,0.1392,25.9,122.4,8.8
SOAD20558,Flumevale,Yes,Recreation,Other,4.556,0.284,0.0,1940.0,,0.02364,0.0,Uncontrolled,24/03/2022,2.0,0.0,Significant,Fair,24/03/2022,0.1407,13.2,108.1,8.7
SOAD00944,Lyndrassia,No,Grade Stabilization,Earth,10.153,0.092,9558.0,1996.0,,0.00788,234.36952,Uncontrolled,,0.0,,Low,Not Rated,,0.1034,35.8,9.9,
SOAD01763,Navaldia,Yes,Flood Risk Reduction,Earth,4.393,0.133,,1982.0,2010H,,2.66329,,10/10/2012,2.0,,Significant,Fair,,0.1259,151.1,110.4,
SOAD02095,Navaldia,Yes,Recreation,Stone,12.447,0.037,,1914.0,,,5.32658,,20/05/2019,5.0,,Low,Not Rated,,0.0513,5.2,14.5,9.4
SOAD05098,Navaldia,Yes,Other,Earth,17.434,0.055,,1982.0,,0.00394,0.0,,15/11/2017,2.0,,Significant,Satisfactory,,0.1137,32.5,116.2,
SOAD05797,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.642,0.157,9450.0,1983.0,,0.03152,873.55912,,,0.0,,Low,Not Rated,,0.1136,12.4,19.3,
SOAD08010,Lyndrassia,No,,,7.31,,0.0,,,0.01773,,,,0.0,0.0,High,Not Rated,,0.1324,45.1,302.6,
SOAD08042,Lyndrassia,No,Grade Stabilization,Earth,11.472,0.073,5313.0,1997.0,,0.03349,1997.4675,Uncontrolled,,0.0,,Low,Not Rated,,0.0798,45.7,18.3,
SOAD09496,Navaldia,Yes,Recreation,Earth,3.75,0.167,,,1950H;2002H,0.01576,0.0,Uncontrolled,04/06/2019,5.0,,High,Fair,22/08/2019,0.0873,44.0,752.9,6.0
SOAD09511,Lyndrassia,Yes,,,12.921,0.034,,2004.0,,0.00985,2.66329,,,,7.84,Significant,Unsatisfactory,25/05/2016,0.1919,20.7,471.7,
SOAD10593,Flumevale,Yes,,Earth,8.948,0.16,,1953.0,,0.03349,45.27593,Uncontrolled,13/07/2018,6.0,1.61,Low,Unsatisfactory,18/05/2011,0.0936,5.4,953.9,
SOAD10809,Lyndrassia,No,Recreation,Earth,10.791,,0.0,1989.0,,0.00788,138.49108,,,0.0,11.76,High,Not Rated,,0.0949,44.6,427.2,4.8
SOAD11828,Navaldia,Yes,Recreation,Earth,2.872,0.067,,1983.0,,0.03546,,,04/04/2020,1.0,,High,Poor,,0.1091,23.2,839.5,8.0
SOAD12130,Flumevale,Yes,Irrigation,Earth,13.105,0.1,0.0,1990.0,,0.01576,,,21/02/2023,1.0,,Significant,Fair,01/09/2017,0.1522,46.3,199.0,9.4
SOAD13715,Navaldia,Yes,Recreation,Earth,3.407,0.083,,1960.0,,0.01576,5.32658,,21/10/2020,2.0,,Significant,Poor,,0.1675,46.1,365.2,4.5
SOAD14595,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.9,0.102,3963.0,1957.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1174,41.4,23.0,
SOAD14804,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",,10.557,,0.0,1990.0,,0.00788,,,,0.0,0.0,Significant,Not Rated,,0.1487,17.4,115.5,
SOAD15391,Navaldia,No,Flood Risk Reduction,Earth,8.606,0.087,,1967.0,,0.00788,0.0,,,,,Low,Not Rated,18/06/2014,0.0943,21.3,15.0,
SOAD15496,Navaldia,Yes,Debris Control,Rockfill,12.007,0.11,,1973.0,,0.16351,29.29619,,21/07/2016,5.0,,Low,Not Rated,,0.0847,41.3,8.9,
SOAD17444,Lyndrassia,No,Grade Stabilization,Earth,9.692,0.089,7960.0,1995.0,,0.06501,1858.97642,Uncontrolled,,0.0,,Low,Not Rated,,0.0807,18.4,15.4,
SOAD17457,Navaldia,Yes,Recreation,Concrete,10.867,0.083,,1982.0,,0.00591,0.0,,29/07/1983,,,Low,Not Rated,18/06/2014,0.107,12.0,13.7,4.6
SOAD18446,Navaldia,Yes,Recreation,Earth,10.627,0.1,,1917.0,,0.01773,2.66329,,01/08/2019,5.0,,Low,Not Rated,,0.0586,28.7,15.8,9.2
SOAD19597,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.491,0.153,9180.0,1983.0,,0.11229,1592.64742,,,0.0,,Low,Not Rated,,0.0633,45.0,15.3,
SOAD19677,Navaldia,Yes,Other,,5.241,0.057,,,,,2.66329,,03/08/2018,2.0,,Significant,Not Rated,,0.1788,339.2,458.9,
SOAD19832,Lyndrassia,Yes,Irrigation,Earth,9.682,0.09,,1951.0,,,,,,,50.43,Low,,,0.1125,15.6,153.1,35.1
SOAD20636,Flumevale,Yes,Water Supply,Earth,9.271,0.167,600.0,1982.0,,0.01773,0.0,,23/10/2018,6.0,1.61,Low,Satisfactory,22/07/2016,0.0438,8.9,821.9,13.7
SOAD00507,Flumevale,Yes,Water Supply,Earth,16.582,0.087,16850.0,1989.0,,0.00788,0.0,Uncontrolled,25/03/2019,6.0,9.41,Low,Not Rated,,0.0624,31.2,217.4,11.0
SOAD00787,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.937,0.117,2800.0,1962.0,,0.03349,1669.88283,Uncontrolled,,0.0,,Low,Not Rated,,0.1295,47.3,13.1,
SOAD01392,Navaldia,Yes,Flood Risk Reduction,Earth,5.932,0.067,,2000.0,,,2.66329,,25/10/2019,1.0,,High,Satisfactory,,0.0891,543.8,701.4,
SOAD02244,Navaldia,Yes,Recreation,Earth,4.039,0.097,,1970.0,,0.02561,0.0,Uncontrolled,19/11/2019,5.0,6.48,High,Fair,30/06/2020,0.0629,27.0,201.8,8.5
SOAD04209,Lyndrassia,Yes,,Earth,15.981,0.222,30000.0,1980.0,,0.01773,0.0,Uncontrolled,13/10/2022,5.0,,Low,Satisfactory,21/12/2007,0.0474,42.4,12.0,
SOAD04948,Navaldia,Yes,Recreation,Earth,10.96,0.067,,,,0.01576,2.66329,,21/04/2016,2.0,,Significant,Satisfactory,,0.122,36.6,295.1,8.2
SOAD05241,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.608,0.1,6600.0,1967.0,,0.00788,1600.63729,Uncontrolled,,0.0,,Low,Not Rated,,0.077,34.7,15.8,
SOAD06200,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.51,0.163,11556.0,1995.0,,0.01182,316.93151,Uncontrolled,,0.0,,Low,Not Rated,,0.1201,34.9,16.9,
SOAD06884,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.639,0.133,,1948.0,,,,,,,20.19,Low,,,0.1104,11.6,229.6,
SOAD07429,Navaldia,Yes,Other,Earth,6.226,0.065,,1980.0,2014H,0.01773,2.66329,,12/07/2019,2.0,,Significant,Satisfactory,,0.1442,17.4,167.0,
SOAD07509,Navaldia,Yes,Irrigation,Earth,4.006,0.107,,,,0.01773,2.66329,,26/09/2020,1.0,,High,Satisfactory,,0.0869,39.5,768.7,32.3
SOAD11807,Lyndrassia,No,Other,Earth,12.239,,0.0,,,0.00788,149.14424,,,0.0,0.0,Low,Not Rated,,0.08,39.5,209.5,
SOAD12364,Lyndrassia,No,Grade Stabilization,Earth,10.979,0.093,7262.0,2002.0,,0.00788,290.29861,Uncontrolled,31/03/2004,0.0,,Low,Not Rated,,0.0878,42.0,9.6,
SOAD14240,Navaldia,Yes,Recreation,Earth,6.088,,,,,,2.66329,,06/09/2018,2.0,,Significant,Fair,,0.1365,437.7,42.9,4.2
SOAD14947,Flumevale,Yes,Irrigation,Earth,11.707,0.037,0.0,1973.0,,0.00788,0.0,Uncontrolled,21/04/2004,0.0,13.27,Low,Not Rated,,0.0843,26.7,123.1,23.4
SOAD16112,Navaldia,No,,Buttress,4.57,0.04,,,1930O,0.02364,42.61264,Uncontrolled,13/07/2009,,,Significant,Not Rated,13/07/2014,0.1189,26.3,134.1,
SOAD17341,Lyndrassia,No,Other,,8.921,,0.0,1983.0,,0.00788,495.37194,,,0.0,21.56,Low,Not Rated,,0.0593,39.0,102.8,
SOAD18214,Navaldia,Yes,Water Supply,Earth,11.65,0.166,,1967.0,,0.00788,7.98987,,22/03/2021,2.0,,Significant,Fair,,0.1311,32.7,135.1,45.0
SOAD18593,Flumevale,Yes,Water Supply,Earth,14.382,0.209,42500.0,1922.0,,0.00788,0.0,,16/03/2022,1.0,,Low,Satisfactory,01/09/2017,0.0786,34.9,17.3,67.0
SOAD19003,Lyndrassia,No,Grade Stabilization,Earth,11.324,0.098,9558.0,1991.0,,0.00788,2471.53312,Uncontrolled,,0.0,,Low,Not Rated,,0.0692,38.9,5.9,
SOAD19272,Lyndrassia,No,Recreation,,11.092,,0.0,1983.0,,0.00788,53.2658,,,0.0,1.56,Low,Not Rated,,0.0795,43.0,470.4,4.0
SOAD19312,Navaldia,Yes,Irrigation,Earth,9.27,0.133,,1989.0,,0.00788,2.66329,,29/05/2018,5.0,,Low,Not Rated,,0.0923,19.3,22.2,25.0
SOAD19779,Navaldia,Yes,Flood Risk Reduction,Earth,6.403,0.083,,1948.0,,0.0,0.0,Uncontrolled,12/02/2020,5.0,,High,Satisfactory,24/08/2020,0.0662,20.9,854.4,
SOAD20352,Flumevale,Yes,Flood Risk Reduction,Earth,13.481,0.05,145.0,1974.0,1977,0.00788,0.0,,02/12/2016,3.0,1.69,Low,Not Rated,,0.1019,8.8,357.6,
SOAD01104,Navaldia,Yes,Flood Risk Reduction,Earth,3.515,0.163,,1981.0,,,15.97974,,24/06/2020,2.0,,Significant,Fair,,0.1248,285.9,442.9,
SOAD01658,Lyndrassia,No,Grade Stabilization,Earth,8.902,0.123,9660.0,2009.0,,0.04925,356.88086,Uncontrolled,01/10/2009,0.0,,Low,Not Rated,,0.0889,6.3,11.1,
SOAD01811,Lyndrassia,No,Grade Stabilization,Earth,11.695,0.08,6151.0,1995.0,,0.06501,2407.61416,Uncontrolled,23/06/1995,0.0,,Low,Not Rated,,0.0796,24.8,6.2,
SOAD02117,Flumevale,Yes,Recreation,Earth,11.511,0.14,,,,0.01576,0.0,Uncontrolled,24/06/2021,6.0,,Low,Fair,25/09/2018,0.0524,28.1,23.7,3.9
SOAD03452,Lyndrassia,No,Grade Stabilization,Earth,11.688,0.091,7528.0,1991.0,,0.02561,1273.05262,Uncontrolled,,0.0,,Low,Not Rated,,0.0832,17.1,21.4,
SOAD06483,Flumevale,No,,Earth,8.502,0.0,0.0,1944.0,,0.0197,1078.63245,,07/12/2022,,,Significant,Not Available,,0.1584,30.1,235.0,
SOAD06864,Lyndrassia,No,Grade Stabilization,Earth,12.755,0.072,4515.0,1994.0,,0.0788,3129.36575,Uncontrolled,,5.0,,Low,Not Rated,,0.078,6.1,17.5,
SOAD08262,Lyndrassia,No,Grade Stabilization,Earth,9.363,0.101,6473.0,1994.0,,0.08077,775.01739,Uncontrolled,,0.0,,Low,Not Rated,,0.1034,6.4,17.6,
SOAD08677,Navaldia,Yes,Recreation,Earth,2.144,0.2,,1910.0,,0.03152,2.66329,Uncontrolled,04/12/2020,1.0,,High,Satisfactory,,0.0815,40.1,569.8,5.8
SOAD09248,Flumevale,Yes,Other,Earth,15.568,0.133,42562.0,1979.0,,0.00788,0.0,,01/01/1991,6.0,24.89,Low,Not Rated,,0.0225,20.2,171.7,
SOAD09396,Lyndrassia,Yes,Irrigation,Earth,23.842,0.193,,1950.0,,,,,,,1.69,Low,,,0.088,7.2,498.6,10.3
SOAD09526,Navaldia,Yes,Recreation,Earth,4.503,0.15,,,,0.01182,2.66329,,17/10/2017,2.0,,Significant,Satisfactory,,0.1249,27.2,436.9,8.4
SOAD10678,Navaldia,No,Irrigation,Earth,8.668,0.167,,,,0.01576,0.0,,,,,Low,Not Rated,18/06/2014,0.1037,37.8,5.0,12.9
SOAD12125,Lyndrassia,No,,Earth,11.628,,0.0,,,0.00788,71.90883,,,0.0,25.04,Low,Not Rated,,0.1051,14.0,394.0,
SOAD12911,Flumevale,Yes,Water Supply,Earth,31.238,0.1,57000.0,1940.0,,0.00788,0.0,,24/08/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.069,31.5,144.8,32.6
SOAD13418,Navaldia,Yes,Recreation,Earth,5.074,0.15,,1748.0,,0.06107,13.31645,,19/05/2015,2.0,,Significant,Fair,,0.1334,8.4,240.5,5.6
SOAD14051,Navaldia,Yes,Flood Risk Reduction,Earth,3.013,0.183,,1991.0,,,13.31645,,18/07/2017,2.0,,Significant,Fair,,0.1556,47.3,312.9,
